Unnamed: 0,Название СТЕ,ОКПД-2
1771,"пистолетклеевойstayer0680-11_z01,40вт,11ммстержень",20.52.10.190
1772,наборсверлпометаллуhss(10шт,08.12.12.140
1773,"устройстводляопечатываниязамочныхскважин""технологииконтроля""24109диаметр36мм",25.72.12.139
1774,печьмикроволноваяpolarispmo2303dgrus1400ваттчерная,27.51.27.000
1775,термопотteslertp-5060black,27.51.24.190
1776,холодильникatlantмх5810-62белый,27.51.11.110
1777,чайникэлектрическийbrayerbr1058bk2200вт2лчерный,27.51.24.110
1778,водапитьеваякоролевскаявода19л,11.07.11.120
1779,полотенцабумажныеveiroprofessionalcomfort2сл.150метров,17.22.11.130
1780,"туалетнаябумагаt204,2слойнаяveiroprofessionalcomfort170метров1360листов",17.22.11.110
1781,полотенцабумажныеveiroprofessionalcomfort2сл.150метров,17.22.11.130
1782,"туалетнаябумагаt204,2слойнаяveiroprofessionalcomfort170метров1360листов",17.22.11.110
1783,"обеспечениепериодическимиизданиямижурнал""зарплатавучреждении""",58.14.20.000
1784,"обеспечениепериодическимиизданиямижурнал""казенныеучреждения:учет,отчетность,налогообложение""",58.14.20.000
1785,"обеспечениепериодическимиизданиямижурнал""нормативныеактыпоохранетруда""",58.14.20.000
1786,"обеспечениепериодическимиизданиямижурнал""справочниккадровика""",58.14.20.000
1787,"обеспечениепериодическимиизданиямижурнал""российскийналоговыйкурьер""",58.14.20.000
1788,"обеспечениепериодическимиизданиямижурнал""справочникспециалистапоохранетруда""",58.14.20.000
1789,"обеспечениепериодическимиизданиямижурнал""главбух""",58.14.20.000
1790,"обеспечениепериодическимиизданиямижурнал""госзакупки.ру""",58.14.20.000
1791,"обеспечениепериодическимиизданиямижурнал""финконтроль""",58.14.20.000
